Name,Library System,Latitude,Longitude,Address,City,Zip Code,County,Phone
Excelsior Branch Library,San Francisco Public Library,37.72713,-122.43335,4400 Mission St.,San Francisco,94112,San Francisco,(415) 355-2868
Glen Park Branch Library,San Francisco Public Library,37.73396,-122.43369,2825 Diamond St.,San Francisco,94131,San Francisco,(415) 355-2858
Golden Gate Valley Branch Library,San Francisco Public Library,37.79681,-122.42905,1801 Green St.,San Francisco,94123,San Francisco,(415) 355-5666
Ingleside Branch Library,San Francisco Public Library,37.72415,-122.45626,1298 Ocean Ave.,San Francisco,94112,San Francisco,(415) 355-2898
Marina Branch Library,San Francisco Public Library,37.80132,-122.43415,1890 Chestnut St.,San Francisco,94123,San Francisco,(415) 355-2823
Merced Branch Library,San Francisco Public Library,37.72671,-122.47448,155 Winston Dr.,San Francisco,94132,San Francisco,(415) 355-2825
Mission Branch Library,San Francisco Public Library,37.75197,-122.41987,1234 Valencia Street,San Francisco,94110,San Francisco,(415) 355-2800
Mission Bay Branch Library,San Francisco Public Library,37.77543,-122.39312,960 4Th St.,San Francisco,94158,San Francisco,(415) 355-2838
Noe Valley - Sally Brunn Branch Library,San Francisco Public Library,37.75027,-122.43509,451 Jersey St.,San Francisco,94114,San Francisco,(415) 355-5707
North Beach Branch Library,San Francisco Public Library,37.80258,-122.41327,850 Columbus Ave.,San Francisco,94133,San Francisco,(415) 355-5626
Ocean View Branch Library,San Francisco Public Library,37.71415,-122.46599,345 Randolph St.,San Francisco,94132,San Francisco,(415) 355-5615
Ortega Branch Library,San Francisco Public Library,37.75120,-122.49810,3223 Ortega St.,San Francisco,94122,San Francisco,(415) 355-5700
Park Branch Library,San Francisco Public Library,37.77016,-122.45101,1833 Page St.,San Francisco,94117,San Francisco,(415) 355-5656
Parkside Branch Library,San Francisco Public Library,37.74318,-122.47941,1200 Taraval St.,San Francisco,94116,San Francisco,(415) 355-5770
Portola Branch Library,San Francisco Public Library,37.72708,-122.40633,380 Bacon St.,San Francisco,94134,San Francisco,(415) 355-5660
Potrero Branch Library,San Francisco Public Library,37.76014,-122.39766,1616 20Th St.,San Francisco,94107,San Francisco,(415) 355-2822
Presidio Branch Library,San Francisco Public Library,37.78889,-122.44487,3150 Sacramento St.,San Francisco,94115,San Francisco,(415) 355-2880
Richmond - Sen. Milton Marks Branch Library,San Francisco Public Library,37.78184,-122.46817,351 9Th Ave.,San Francisco,94118,San Francisco,(415) 355-5600
San Francisco Main Library,San Francisco Public Library,37.77916,-122.41581,100 Larkin St.,San Francisco,94102,San Francisco,(415) 557-4400
Sunset Branch Library,San Francisco Public Library,37.76336,-122.47629,1305 18Th Ave.,San Francisco,94122,San Francisco,(415) 355-2808
Visitacion Valley Branch Library,San Francisco Public Library,37.71243,-122.40792,201 Leland Ave.,San Francisco,94134,San Francisco,(415) 355-2848
West Portal Branch Library,San Francisco Public Library,37.74138,-122.46621,190 Lenox Way,San Francisco,94127,San Francisco,(415) 355-2886
Western Addition Branch Library,San Francisco Public Library,37.78408,-122.43748,1550 Scott St.,San Francisco,94115,San Francisco,(415) 355-5727
Almaden Branch Library,San Jose Public Library,37.22150,-121.86902,6445 Camden Ave,San Jose,95120,Santa Clara,(408) 808-3040
Alviso Library,San Jose Public Library,37.42462,-121.96904,5050 N. 1St St.,San Jose,95002,Santa Clara,(408) 263-3626
Bascom Library And Community Center,San Jose Public Library,37.30763,-121.93140,1000 South Bascom Ave,San Jose,95128,Santa Clara,(408) 808-3077
Berryessa Library,San Jose Public Library,37.39394,-121.84074,3355 Noble Ave.,San Jose,95132,Santa Clara,(408) 808-3050
Biblioteca Latinoamericana,San Jose Public Library,37.32235,-121.88036,921 S. 1St St.,San Jose,95110,Santa Clara,(408) 294-1237
Calabazas Branch Library,San Jose Public Library,37.30262,-122.02345,1230 S Blaney Ave,San Jose,95129,Santa Clara,(408) 808-3066
Cambrian Library,San Jose Public Library,37.26441,-121.91504,1780 Hillsdale Ave.,San Jose,95124,Santa Clara,(408) 808-3080
Dr. Roberto Cruz Alum Rock Branch Library,San Jose Public Library,37.36539,-121.82806,3090 Alum Rock Ave,San Jose,95127,Santa Clara,(408) 808-3090
East San Jose Carnegie Library,San Jose Public Library,37.34647,-121.86822,1102 E. Santa Clara St.,San Jose,95116,Santa Clara,(408) 808-3075
Edenvale Branch Library,San Jose Public Library,37.26771,-121.82112,101 Branham Lane East,San Jose,95111,Santa Clara,(408) 808-3036
Educational Park Branch Library,San Jose Public Library,37.36565,-121.85777,1772 Educational Park Dr,San Jose,95133,Santa Clara,(408) 808-3073
Evergreen Branch Library,San Jose Public Library,37.31380,-121.79585,2635 Aborn Rd.,San Jose,95121,Santa Clara,(408) 808-3060
Hillview Library,San Jose Public Library,37.33786,-121.83108,1600 Hopkins Dr.,San Jose,95122,Santa Clara,(408) 808-3033
Joyce Ellington Branch Library,San Jose Public Library,37.34984,-121.88695,491 E Empire St,San Jose,95112,Santa Clara,(408) 808-3043
"Dr. Martin Luther King, Jr. Library",San Jose Public Library,37.33569,-121.88526,150 E San Fernando Street,San Jose,95112,Santa Clara,(408) 808-2000
Mt. Pleasant Neighborhood Library,San Jose Public Library,37.35244,-121.80076,3411 Rocky Mountain Dr.,San Jose,95127,Santa Clara,(408) 808-3088
Pearl Avenue Library,San Jose Public Library,37.26789,-121.86631,4270 Pearl Avenue,San Jose,95136,Santa Clara,(408) 808-3053
Rose Garden Library,San Jose Public Library,37.33189,-121.92627,1580 Naglee Ave.,San Jose,95126,Santa Clara,(408) 808-3070
Santa Teresa Library,San Jose Public Library,37.23750,-121.79976,290 International Cir.,San Jose,95119,Santa Clara,(408) 808-3068
Seven Trees Branch Library,San Jose Public Library,37.28497,-121.83326,3590 Cas Dr,San Jose,95111,Santa Clara,(408) 808-3056
Tully Community Branch Library,San Jose Public Library,37.31142,-121.84092,880 Tully Rd,San Jose,95111,Santa Clara,(408) 808-3030
Village Square Branch Library,San Jose Public Library,37.31341,-121.77448,4001 Evergreen Village Square,San Jose,95135,Santa Clara,(408) 808-3093
Vineland Branch Library,San Jose Public Library,37.24018,-121.89249,1450 Blossom Hill Rd,San Jose,95118,Santa Clara,(408) 808-3000
West Valley Library,San Jose Public Library,37.30237,-121.97939,1243 San Tomas Aquino Rd.,San Jose,95117,Santa Clara,(408) 244-4747
Willow Glen Branch Library,San Jose Public Library,37.30294,-121.90006,1157 Minnesota Ave.,San Jose,95125,Santa Clara,(408) 808-3045
Carl Martin Luck Memorial Library,San Juan Bautista City Library,36.84751,-121.54052,801 Second St.,San Juan Bautista,95045,San Benito,(831) 623-4687
Manor Branch Library,San Leandro Public Library,37.69147,-122.15265,1241 Manor Blvd,San Leandro,94579,Alameda,(510) 577-7970
Mulford-Marina Branch Library,San Leandro Public Library,37.69785,-122.18230,13699 Aurora Dr.,San Leandro,94577,Alameda,(510) 577-7976
San Leandro Public Main Library,San Leandro Public Library,37.72605,-122.15394,300 Estudillo Ave.,San Leandro,94577,Alameda,(510) 577-3970
South Branch Library,San Leandro Public Library,37.70870,-122.13400,14799 E. 14Th St.,San Leandro,94578,Alameda,(510) 577-7980
Atascadero Library,San Luis Obispo City-County Library,35.48919,-120.66391,6555 Capistrano,Atascadero,93422,San Luis Obispo,(805) 461-6161
Cambria Library,San Luis Obispo City-County Library,35.56497,-121.09625,1043 Main St.,Cambria,93428,San Luis Obispo,(805) 927-4336
Cayucos Library,San Luis Obispo City-County Library,35.45230,-120.90556,310 B Street,Cayucos,93430,San Luis Obispo,(805) 995-3312
Creston Library,San Luis Obispo City-County Library,35.51886,-120.52362,6290 Adams,Creston,93432,San Luis Obispo,(805) 239-3010
Los Osos Library,San Luis Obispo City-County Library,35.31325,-120.83756,2075 Palisades Ave.,Los Osos,93402,San Luis Obispo,(805) 528-1862
Morro Bay Library,San Luis Obispo City-County Library,35.36716,-120.84626,625 Harbor St.,Morro Bay,93442,San Luis Obispo,(805) 772-6394
Nipomo Library,San Luis Obispo City-County Library,35.02891,-120.49701,918 W. Tefft,Nipomo,93444,San Luis Obispo,(805) 929-3994
Oceano,San Luis Obispo City-County Library,35.10257,-120.61236,1551 17Th Street,Oceano,93445,San Luis Obispo,(805) 474-7478
San Luis Obispo City-County Library,San Luis Obispo City-County Library,35.28226,-120.66219,995 Palm St.,San Luis Obispo,93401,San Luis Obispo,(805) 781-5991
San Miguel Library,San Luis Obispo City-County Library,35.75154,-120.69831,254 13Th St.,San Miguel,93451,San Luis Obispo,(805) 467-3224
Santa Margarita Library,San Luis Obispo City-County Library,35.38823,-120.60816,9630 Murphy St.,Santa Margarita,93453,San Luis Obispo,(805) 438-5622
Shandon Library,San Luis Obispo City-County Library,35.65524,-120.37557,240 East Centre Street,Shandon,93461,San Luis Obispo,(805) 237-3009
Shell Beach Library,San Luis Obispo City-County Library,35.15465,-120.66964,230 Leeward Avenue,Shell Beach,93449,San Luis Obispo,(805) 773-2263
South County Library,San Luis Obispo City-County Library,35.12454,-120.58974,800 W. Branch St.,Arroyo Grande,93420,San Luis Obispo,(805) 473-7161
Atherton Library,San Mateo County Libraries,37.46319,-122.19693,2 Dinkelspiel Station Lane,Atherton,94027,San Mateo,(833) 937-7625
Belmont Library,San Mateo County Libraries,37.50882,-122.29318,1110 Alameda De Las Pulgas,Belmont,94002,San Mateo,(833) 937-7625
Brisbane Library,San Mateo County Libraries,37.68281,-122.40377,163 Visitacion Ave.,Brisbane,94005,San Mateo,(833) 937-7625
East Palo Alto Library,San Mateo County Libraries,37.47235,-122.13992,2415 University Ave.,East Palo Alto,94303,San Mateo,(833) 937-7625
Foster City Library,San Mateo County Libraries,37.55867,-122.27073,1000 E. Hillsdale Blvd.,Foster City,94404,San Mateo,(833) 937-7625
Half Moon Bay Library,San Mateo County Libraries,37.46486,-122.43283,225 Cabrillo Highway South #104B,Half Moon Bay,94019,San Mateo,(833) 937-7625
Millbrae Library,San Mateo County Libraries,37.60231,-122.39695,1 Library Ave.,Millbrae,94030,San Mateo,(833) 937-7625
North Fair Oaks Library,San Mateo County Libraries,37.47733,-122.21424,2510 Middlefield Rd,Redwood City,94063,San Mateo,(833) 937-7625
Pacifica Library,San Mateo County Libraries,37.63217,-122.49193,104 Hilton Way,Pacifica,94044,San Mateo,(833) 937-7625
Portola Valley Library,San Mateo County Libraries,37.38195,-122.22998,765 Portola Road,Portola Valley,94028,San Mateo,(833) 937-7625
San Carlos Library,San Mateo County Libraries,37.50367,-122.26243,610 Elm St.,San Carlos,94070,San Mateo,(833) 937-7625
Sanchez Library,San Mateo County Libraries,37.58445,-122.47635,1111 Terra Nova Blvd.,Pacifica,94044,San Mateo,(833) 937-7625
Woodside Library,San Mateo County Libraries,37.42919,-122.25808,3140 Woodside Rd.,Woodside,94062,San Mateo,(833) 937-7625
Hillsdale Branch Library,San Mateo Public Library,37.53343,-122.30468,205 W. Hillsdale Blvd.,San Mateo,94403,San Mateo,(650) 522-7880
Marina Branch Library,San Mateo Public Library,37.55641,-122.29308,1530 Susan Court,San Mateo,94403,San Mateo,(650) 522-7890
San Mateo Public Library,San Mateo Public Library,37.56197,-122.32674,55 West Third Ave.,San Mateo,94402,San Mateo,(650) 522-7800
Northgate Pop-Up Library,San Rafael Public Library,38.00422,-122.54420,5800 Northgate Drive,San Rafael,94903,Marin,(415) 524-2694
Pickleweed Library,San Rafael Public Library,37.96805,-122.49776,50 Canal St.,San Rafael,94901,Marin,(415) 485-3483
San Rafael Public Library,San Rafael Public Library,37.97503,-122.53261,1100 E St.,San Rafael,94901,Marin,(415) 485-3323
El Salvador Community Center,Santa Ana,33.75180,-117.89446,1825 W Civic Center,Santa Ana,92703,Orange,(714) 647-5296
Garfield Community Center,Santa Ana Public Library,33.74907,-117.86042,501 N. Lacy St,Santa Ana,92701,Orange,(714) 571-4278
Jerome Teenspace,Santa Ana Public Library,33.73742,-117.89881,726 S. Center St.,Santa Ana,92704,Orange,(714) 647-6559
Newhope Library Learning Center,Santa Ana Public Library,33.74589,-117.92916,122 N. Newhope,Santa Ana,92703,Orange,(714) 647-5197
Roosevelt-Walker Community Center,Santa Ana Public Library,33.74231,-117.85730,816 Chestnut Ave.,Santa Ana,92701,Orange,(714) 571-4229
Santa Ana Public Library,Santa Ana Public Library,33.75114,-117.87317,26 Civic Center Plaza,Santa Ana,92701,Orange,(714) 647-5267
Carpinteria Library,Santa Barbara Public Library,34.39744,-119.51704,5141 Carpinteria Ave.,Carpinteria,93013,Santa Barbara,(805) 684-4314
Eastside Library,Santa Barbara Public Library,34.42657,-119.68005,1102 E. Montecito St.,Santa Barbara,93103,Santa Barbara,(805) 963-3727
Montecito Library,Santa Barbara Public Library,34.43672,-119.63348,1469 E. Valley Rd,Montecito,93108,Santa Barbara,(805) 969-5063
Santa Barbara Public Library,Santa Barbara Public Library,34.42398,-119.70332,40 E. Anapamu St.,Santa Barbara,93101,Santa Barbara,(805) 962-7653
Mission Library Family Reading Center,Santa Clara City Library,37.34728,-121.94487,1098 Lexington Street,Santa Clara,95050,Santa Clara,(408) 615-2964
Northside Branch Library,Santa Clara City Library,37.39569,-121.94687,695 Moreland Way,Santa Clara,95054,Santa Clara,(408) 615-5500
Santa Clara City Library - Central Park Library,Santa Clara City Library,37.34053,-121.97357,2635 Homestead Road,Santa Clara,95051,Santa Clara,(408) 615-2930
Campbell Library,Santa Clara County Library,37.28824,-121.94327,1 West Campbell Ave. Room E46,Campbell,95008,Santa Clara,(408) 866-1991
Cupertino Library,Santa Clara County Library,37.31779,-122.02896,10800 Torre Ave.,Cupertino,95014,Santa Clara,(408) 446-1677
Gilroy Library,Santa Clara County Library,37.00505,-121.57281,350 W 6Th Street,Gilroy,95020,Santa Clara,(408) 842-8208
Los Altos Library,Santa Clara County Library,37.38088,-122.11330,13 S. San Antonio Rd.,Los Altos,94022,Santa Clara,(650) 948-7683
Milpitas Library,Santa Clara County Library,37.43245,-121.90651,160 N Main St,Milpitas,95035,Santa Clara,(408) 262-1171
Morgan Hill Library,Santa Clara County Library,37.12414,-121.66280,660 W. Main,Morgan Hill,95037,Santa Clara,(408) 779-3196
Saratoga Library,Santa Clara County Library,37.27012,-122.01511,13650 Saratoga Ave.,Saratoga,95070,Santa Clara,(408) 867-6126
Woodland Library,Santa Clara County Library,37.34427,-122.07544,1975 Grant Rd.,Los Altos,94024,Santa Clara,(650) 969-6030
Canyon Country Library,Santa Clarita Public Library,34.41648,-118.45906,18601 Soledad Cyn. Rd.,Santa Clarita,91351,Los Angeles,(661) 259-0750
Newhall Library,Santa Clarita Public Library,34.38162,-118.53028,24500 Main St.,Santa Clarita,91321,Los Angeles,(661) 259-0750
Valencia Library,Santa Clarita Public Library,34.41540,-118.55089,23743 Valencia Blvd.,Santa Clarita,91355,Los Angeles,(661) 259-0750
Aptos Branch Library,Santa Cruz Public Libraries,36.98106,-121.90883,7695 Soquel Dr.,Aptos,95003,Santa Cruz,(831) 427-7722
Boulder Creek Branch Library,Santa Cruz Public Libraries,37.12751,-122.12384,13390 W. Park Ave.,Boulder Creek,95006,Santa Cruz,(831) 427-7723
Branciforte Branch Library,Santa Cruz Public Libraries,36.97924,-122.00742,230 Gault St.,Santa Cruz,95062,Santa Cruz,(831) 427-7724
Capitola Branch Library,Santa Cruz Public Libraries,36.97872,-121.96067,2005 Wharf Rd,Capitola,95010,Santa Cruz,(831) 427-7725
Central Branch Library,Santa Cruz Public Libraries,36.97458,-122.02861,224 Church St.,Santa Cruz,95060,Santa Cruz,(831) 427-7701
Felton Branch Library,Santa Cruz Public Libraries,37.05294,-122.07431,6299 Gushee St.,Felton,95018,Santa Cruz,(831) 427-7728
Garfield Park Branch Library,Santa Cruz Public Libraries,36.95804,-122.03835,705 Woodrow Ave.,Santa Cruz,95060,Santa Cruz,(831) 427-7729
La Selva Beach Branch Library,Santa Cruz Public Libraries,36.93762,-121.86342,314 Estrella,La Selva Beach,95076,Santa Cruz,(831) 427-7710
Live Oak Branch Library,Santa Cruz Public Libraries,36.96277,-121.98046,2380 Portola Dr.,Santa Cruz,95062,Santa Cruz,(831) 427-7718
Scotts Valley Branch Library,Santa Cruz Public Libraries,37.04962,-122.02856,251 Kings Village Road,Scotts Valley,95066,Santa Cruz,(831) 427-7719
Santa Fe Springs City Library,Santa Fe Springs City Library,33.94629,-118.08372,11700 E. Telegraph Rd.,Santa Fe Springs,90670,Los Angeles,(562) 868-7738
William C. Gordon Learning Center,Santa Fe Springs City Library,33.95878,-118.08545,9255 Pioneer Blvd,Santa Fe Springs,90670,Los Angeles,(562) 692-0261
Cuyama Library,Santa Maria Public Library,34.94529,-119.68280,4689 Highway 166,Cuyama,93254,Santa Barbara,(661) 766-2490
Guadalupe Library,Santa Maria Public Library,34.95777,-120.57787,"4719 W. Main St., Unit D",Guadalupe,93434,Santa Barbara,(805) 343-1405
Los Alamos Library,Santa Maria Public Library,34.74063,-120.27822,405 Helena St,Los Alamos,93440,Santa Barbara,(805) 344-1025
Orcutt Library,Santa Maria Public Library,34.86472,-120.44825,175 S. Broadway,Orcutt,93455,Santa Barbara,(805) 937-6483
Santa Maria Public Library,Santa Maria Public Library,34.94857,-120.43531,421 S. Mcclelland St.,Santa Maria,93454,Santa Barbara,(805) 925-0994
Fairview Branch Library,Santa Monica Public Library,34.01469,-118.46363,2101 Ocean Park Blvd.,Santa Monica,90405,Los Angeles,(310) 458-8681
Montana Avenue Branch Library,Santa Monica Public Library,34.03453,-118.49194,1704 Montana Ave.,Santa Monica,90403,Los Angeles,(310) 458-8682
Ocean Park Branch Library,Santa Monica Public Library,34.00281,-118.48356,2601 Main St.,Santa Monica,90405,Los Angeles,(310) 458-8683
Pico Branch Library,Santa Monica Public Library,34.02121,-118.46819,2201 Pico Blvd.,Santa Monica,90405,Los Angeles,(310) 458-8684
Santa Monica Public Library,Santa Monica Public Library,34.01853,-118.49336,601 Santa Monica Blvd,Santa Monica,90401,Los Angeles,(310) 458-8600
Sausalito Public Library,Sausalito Public Library,37.85965,-122.48887,420 Litho St.,Sausalito,94965,Marin,(415) 289-4121
Shafter Library,Shafter Library,35.50385,-119.27750,"236 James Street, Suite 2",Shafter,93263,Kern,(661) 746-2156
Anderson Library,Shasta Public Libraries,40.45147,-122.30392,3200 W. Center St.,Anderson,96007,Shasta,(530) 365-7685
Burney Library,Shasta Public Libraries,40.88469,-121.66987,37038 Siskiyou St.,Burney,96013,Shasta,(530) 335-4317
Redding Library,Shasta Public Libraries,40.57377,-122.38528,1100 Parkview Avenue,Redding,96001,Shasta,(530) 245-7250
Sierra Madre Public Library,Sierra Madre Public Library,34.16148,-118.06201,440 W. Sierra Madre Blvd.,Sierra Madre,91024,Los Angeles,(626) 355-7186
Signal Hill Public Library,Signal Hill Public Library,33.79682,-118.16962,1780 East Hill St.,Signal Hill,90755,Los Angeles,(562) 989-7323
Simi Valley Public Library,Simi Valley Public Library,34.28896,-118.71934,2969 Tapo Canyon Rd,Simi Valley,93063,Ventura,(805) 526-1735
Dunsmuir Branch Library,Siskiyou County Free Library,41.21172,-122.27143,5714 Dunsmuir Ave.,Dunsmuir,96025,Siskiyou,(530) 235-2035
Etna Branch Library,Siskiyou County Free Library,41.45698,-122.89304,101 Collier Way,Etna,96027,Siskiyou,(530) 467-3400
Fort Jones Branch Library,Siskiyou County Free Library,41.60698,-122.83961,11960 East St.,Fort Jones,96032,Siskiyou,(530) 468-2383
Mccloud Branch Library,Siskiyou County Free Library,41.25578,-122.13189,300 Columbero Dr.,Mccloud,96057,Siskiyou,(530) 964-2169
Montague Branch Library,Siskiyou County Free Library,41.72775,-122.53199,230 S 13Th St.,Montague,96064,Siskiyou,(530) 459-5473
Mt. Shasta Branch Library,Siskiyou County Free Library,41.31814,-122.30983,515 Alma St.,Mt. Shasta,96067,Siskiyou,(530) 926-2031
Siskiyou County Free Library Yreka,Siskiyou County Free Library,41.72667,-122.63970,719 Fourth St.,Yreka,96097,Siskiyou,(530) 841-4175
Tulelake Branch Library,Siskiyou County Free Library,41.95549,-121.47702,451 Main Street,Tulelake,96134,Siskiyou,(530) 667-2291
Weed Branch Library,Siskiyou County Free Library,41.42708,-122.38552,150 Alamo Ave,Weed,96094,Siskiyou,(530) 938-4769
Dixon Library,Solano County Library,38.44685,-121.82205,230 N. 1St St.,Dixon,95620,Solano,(866) 572-7587
Fairfield Civic Center Library,Solano County Library,38.25205,-122.04814,1150 Kentucky St.,Fairfield,94533,Solano,(866) 572-7587
Fairfield Cordelia Library,Solano County Library,38.21808,-122.14400,5050 Business Center Dr.,Fairfield,94534,Solano,(866) 572-7587
John F. Kennedy Library,Solano County Library,38.10169,-122.26069,505 Santa Clara St.,Vallejo,94590,Solano,(866) 572-7587
Rio Vista Library,Solano County Library,38.15616,-121.69251,44 S. Second St.,Rio Vista,94571,Solano,(866) 572-7587
Springstowne Library,Solano County Library,38.10409,-122.21827,1003 Oakwood Ave.,Vallejo,94591,Solano,(866) 572-7587
Suisun City Library,Solano County Library,38.24886,-122.01000,601 Pintail Dr.,Suisun City,94585,Solano,(866) 572-7587
Vacaville Public Library - Cultural Center,Solano County Library,38.35566,-121.96246,1020 Ulatis Dr.,Vacaville,95687,Solano,(866) 572-7587
Vacaville Public Library - Town Square,Solano County Library,38.35738,-121.98726,1 Town Square Place,Vacaville,95688,Solano,(866) 572-7587
Central Santa Rosa Library,Sonoma County Library,38.44122,-122.71062,211 E Street,Santa Rosa,95404,Sonoma,(707) 308-3020
Cloverdale Regional Library,Sonoma County Library,38.80871,-123.02002,401 N. Cloverdale Blvd.,Cloverdale,95425,Sonoma,(707) 894-5271
Forestville Community Library,Sonoma County Library,38.48158,-122.88930,7050 Covey Road,Forestville,95436,Sonoma,(707) 887-7654
Guerneville Regional Library,Sonoma County Library,38.50379,-122.99732,14107 Armstrong Woods Road,Guerneville,95446,Sonoma,(707) 869-9004
Healdsburg Regional Library,Sonoma County Library,38.61444,-122.86990,139 Piper Street,Healdsburg,95448,Sonoma,(707) 433-3772
Northwest Santa Rosa Library,Sonoma County Library,38.45915,-122.73093,150 Coddingtown Center,Santa Rosa,95401,Sonoma,(707) 546-2265
Occidental Community Library,Sonoma County Library,38.40622,-122.94739,73 Main Street,Occidental,95465,Sonoma,(707) 874-3080
Petaluma Regional Library,Sonoma County Library,38.24232,-122.63172,100 Fairgrounds Drive,Petaluma,94952,Sonoma,(707) 763-9801
Rincon Valley Regional Library,Sonoma County Library,38.47904,-122.66121,6959 Montecito Blvd,Santa Rosa,95409,Sonoma,(707) 537-0162
Rohnert Park-Cotati Regional Library,Sonoma County Library,38.34885,-122.70365,6250 Lynne Conde Way,Rohnert Park,94928,Sonoma,(707) 584-9121
Roseland Regional Library,Sonoma County Library,38.43034,-122.72955,470 Sebastopol Road,Santa Rosa,95407,Sonoma,(707) 755-2029
Sebastopol Regional Library,Sonoma County Library,38.40207,-122.82559,7140 Bodega Avenue,Sebastopol,95472,Sonoma,(707) 823-7691
Sonoma County History & Genealogy,Sonoma County Library,38.44127,-122.71063,725 3Rd Street,Santa Rosa,95404,Sonoma,(707) 308-3212
Sonoma Valley Regional Library,Sonoma County Library,38.29296,-122.47282,755 West Napa Street,Sonoma,95476,Sonoma,(707) 996-5217
Windsor Regional Library,Sonoma County Library,38.54947,-122.81405,"9291 Old Redwood Hwy, Bldg. 100",Windsor,95492,Sonoma,(707) 838-1020
South Pasadena Public Library,South Pasadena Public Library,34.11417,-118.15586,1100 Oxley St.,South Pasadena,91030,Los Angeles,(626) 403-7330
Community Learning Center,South San Francisco Public Library,37.65833,-122.41675,520 Tamarack Lane,South San Francisco,94080,San Mateo,(650) 877-8540
Grand Avenue Library,South San Francisco Public Library,37.65639,-122.41394,306 Walnut Ave.,South San Francisco,94080,San Mateo,(650) 877-8530
South San Francisco Main Library,South San Francisco Public Library,37.65251,-122.43677,840 W. Orange Ave.,South San Francisco,94080,San Mateo,(650) 829-3860
St. Helena Public Library,St. Helena Public Library,38.50785,-122.46961,1492 Library Lane,St. Helena,94574,Napa,(707) 963-5244
Ceres Library,Stanislaus County Free Library,37.59295,-120.95495,2250 Magnolia,Ceres,95307,Stanislaus,(209) 537-8938
Denair Library,Stanislaus County Free Library,37.52747,-120.79349,4801 Kersey Rd.,Denair,95316,Stanislaus,(209) 634-1283
Empire Library,Stanislaus County Free Library,37.63752,-120.89896,98 I Street,Empire,95319,Stanislaus,(209) 524-5505
Hughson Library,Stanislaus County Free Library,37.59602,-120.86633,2412 3Rd St.,Hughson,95326,Stanislaus,(209) 883-2293
Keyes Library,Stanislaus County Free Library,37.55352,-120.90920,4420 Maud Ave.,Keyes,95328,Stanislaus,(209) 664-8006
Modesto Library,Stanislaus County Free Library,37.64320,-120.99355,1500 I St.,Modesto,95354,Stanislaus,(209) 558-7801
Newman Library,Stanislaus County Free Library,37.31635,-121.02771,1305 Kern St.,Newman,95360,Stanislaus,(209) 862-2010
Oakdale Library,Stanislaus County Free Library,37.76470,-120.84877,151 S. First Ave.,Oakdale,95361,Stanislaus,(209) 847-4204
Patterson Library,Stanislaus County Free Library,37.47166,-121.13170,46 N. Salado,Patterson,95363,Stanislaus,(209) 892-6473
Riverbank Library,Stanislaus County Free Library,37.73565,-120.93273,3442 Santa Fe Ave.,Riverbank,95367,Stanislaus,(209) 869-7008
Salida Library,Stanislaus County Free Library,37.70819,-121.07848,4835 Sisk Rd.,Salida,95368,Stanislaus,(209) 543-7353
Turlock Library,Stanislaus County Free Library,37.49789,-120.83946,550 Minaret Ave.,Turlock,95380,Stanislaus,(209) 664-8100
Waterford Library,Stanislaus County Free Library,37.64212,-120.76092,324 E St.,Waterford,95386,Stanislaus,(209) 874-2191
Arnold Rue Micro Library,Stockton-San Joaquin County Public Library,38.01108,-121.28280,5758 Lorraine Ave.,Stockton,95210,San Joaquin,(209) 937-8221
Escalon Library,Stockton-San Joaquin County Public Library,37.79499,-120.99225,1540 Second St.,Escalon,95320,San Joaquin,(866) 805-7323
Fair Oaks Library,Stockton-San Joaquin County Public Library,37.95486,-121.25615,2370 E. Main St.,Stockton,95205,San Joaquin,(209) 937-8221
Lathrop Library,Stockton-San Joaquin County Public Library,37.82547,-121.30011,450 Spartan Wy,Lathrop,95330,San Joaquin,(866) 805-7323
Linden Library,Stockton-San Joaquin County Public Library,38.02161,-121.08298,19059 E. Main St.,Linden,95236,San Joaquin,(866) 805-7323
Manteca Library,Stockton-San Joaquin County Public Library,37.79880,-121.21975,320 W. Center St.,Manteca,95336,San Joaquin,(866) 805-7323
Maya Angelou Library,Stockton-San Joaquin County Public Library,37.93417,-121.24645,2324 Pock Lane,Stockton,95205,San Joaquin,(209) 937-8221
Mountain House Library,Stockton-San Joaquin County Public Library,37.77879,-121.53649,201 East Main Street,Mountain House,95391,San Joaquin,(209) 805-7323
Ripon Library,Stockton-San Joaquin County Public Library,37.73961,-121.12626,333 W. Main St.,Ripon,95366,San Joaquin,(866) 805-7323
Cesar Chavez Central Library,Stockton-San Joaquin County Public Library,37.95887,-121.29223,605 N. El Dorado St.,Stockton,95202,San Joaquin,(209) 937-8221
Stribley Micro Library,Stockton-San Joaquin County Public Library,37.95196,-121.26615,1760 E. Sonora St.,Stockton,95205,San Joaquin,(209) 937-8221
Thornton Library,Stockton-San Joaquin County Public Library,38.22585,-121.42390,26341 N. Thornton Rd.,Thornton,95686,San Joaquin,(866) 805-7323
Tracy Branch Library,Stockton-San Joaquin County Public Library,37.74262,-121.42522,20 E. Eaton Ave,Tracy,95376,San Joaquin,(866) 805-7323
Margaret Troke Library,Stockton-San Joaquin County Public Library,38.01137,-121.31761,502 W. Benjamin Holt Dr.,Stockton,95207,San Joaquin,(209) 937-8221
Weston Ranch Library,Stockton-San Joaquin County Public Library,37.89771,-121.30656,1453 W. French Camp Road,Stockton,95206,San Joaquin,(209) 937-8221
